City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Rain,snow
0,Mariehamn,AX,2020-07-12 21:38:54,60.1,19.93,50.0,100,98,2.24,0.0,0
0,Kautokeino,NO,2020-07-12 21:38:55,69.01,23.04,48.87,83,96,7.09,0.0,0
0,Borba,BR,2020-07-12 21:38:55,-4.39,-59.59,80.38,73,68,1.97,0.0,0
0,Bara,NG,2020-07-12 21:38:55,10.37,10.73,74.73,84,78,1.61,0.0,0
0,Port-Gentil,GA,2020-07-12 21:38:55,-0.72,8.78,77.0,88,90,13.82,0.0,0
0,Bonthe,SL,2020-07-12 21:35:49,7.53,-12.51,76.77,82,86,8.12,0.0,0
0,Bengkulu,ID,2020-07-12 21:35:32,-3.8,102.27,74.1,89,59,3.85,0.0,0
0,Río Gallegos,AR,2020-07-12 21:34:19,-51.62,-69.22,32.0,91,0,17.22,0.0,0
0,Somerset West,ZA,2020-07-12 21:38:56,-34.08,18.82,57.2,76,75,29.97,0.0,0
0,Duekoué,CI,2020-07-12 21:38:56,6.75,-7.35,71.04,96,45,2.3,0.29,0
0,Carballo,ES,2020-07-12 21:38:56,43.21,-8.69,69.8,60,0,6.93,0.0,0
0,Adré,TD,2020-07-12 21:38:56,13.47,22.2,73.04,81,76,7.85,1.46,0
0,Brejo,BR,2020-07-12 21:38:56,-3.68,-42.75,77.74,67,56,0.31,0.0,0
0,Dingle,PH,2020-07-12 21:38:56,11.0,122.67,76.78,90,89,2.35,0.34,0
0,Luleå,SE,2020-07-12 21:38:57,65.58,22.15,57.2,87,100,8.05,0.0,0
0,Goundam,ML,2020-07-12 21:38:57,16.41,-3.67,97.81,27,17,1.9,0.0,0
0,Kargil,IN,2020-07-12 21:38:57,34.57,76.1,53.6,46,1,5.86,0.0,0
0,Saint-Augustin,CA,2020-07-12 21:38:57,51.23,-58.65,61.32,96,100,14.16,0.0,0
0,Rawson,AR,2020-07-12 21:38:57,-43.3,-65.1,41.92,61,0,20.24,0.0,0
0,Jumla,NP,2020-07-12 21:38:57,29.27,82.18,57.99,69,37,2.06,0.0,0
0,Kānt,IN,2020-07-12 21:38:58,27.8,79.8,89.01,61,97,1.1,0.28,0
0,Cankuzo Province,BI,2020-07-12 21:38:58,-3.13,30.58,64.18,58,35,3.09,0.0,0
0,Siderno,IT,2020-07-12 21:38:58,38.28,16.3,78.8,83,20,5.82,0.0,0
0,Vágur,FO,2020-07-12 21:38:58,61.47,-6.81,51.93,90,100,18.88,0.32,0
0,Orcopampa,PE,2020-07-12 21:38:58,-15.27,-72.34,51.22,36,1,8.23,0.0,0
0,Piteå,SE,2020-07-12 21:38:58,65.32,21.48,57.2,87,100,8.05,0.0,0
0,São Paulo de Olivença,BR,2020-07-12 21:38:59,-3.38,-68.87,80.06,83,85,0.78,0.31,0
0,Lethem,GY,2020-07-12 21:38:59,3.38,-59.8,80.58,78,73,7.74,0.55,0
0,Castro,BR,2020-07-12 21:37:21,-24.79,-50.01,60.8,77,4,7.31,0.0,0
